,Text,sentiment_scores,neg_score,neu_score,pos_score,compound_score,target
317920,describe product -- words escape -- terrible ; horrible ; waste good money . justice -- plain sucks ! !,"{'neg': 0.438, 'neu': 0.281, 'pos': 0.281, 'compound': -0.6688}",0.438,0.281,0.281,-0.6688,0
318319,"dogs love , mess , gas , choking , cruelty . perfect tooth brushing session .","{'neg': 0.422, 'neu': 0.224, 'pos': 0.354, 'compound': -0.128}",0.422,0.224,0.354,-0.128,0
319078,problem item scoops enclosed n't . otherwise product great .,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.7179}",0.5,0.5,0.0,-0.7179,0
320033,bad price n't care sunflower oil drain good bad would like olive oil better .,"{'neg': 0.371, 'neu': 0.309, 'pos': 0.32, 'compound': -0.3244}",0.371,0.309,0.32,-0.3244,0
322545,"coffee pleasant taste , bitter , weak . n't special coffee , definitely worth drinking .","{'neg': 0.5, 'neu': 0.245, 'pos': 0.255, 'compound': -0.6144}",0.5,0.245,0.255,-0.6144,0
324249,v e r g v e r g v e r g v e r g,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0
324614,favorite suckers ever ! ! ! < br / > sooo good ! < br / > trouble finding stores year : (,"{'neg': 0.357, 'neu': 0.349, 'pos': 0.294, 'compound': -0.3111}",0.357,0.349,0.294,-0.3111,0
325424,"n't like products . taste like salty fake bacon , nothing like real bacon . advice skip - big waste money .","{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.8815}",0.505,0.495,0.0,-0.8815,0
327718,"worst loose tea ever . love stash teabags , english breakfast , bitter smooth.save money","{'neg': 0.43, 'neu': 0.374, 'pos': 0.196, 'compound': -0.6124}",0.43,0.374,0.196,-0.6124,0
327743,"unfortunately , os terrible aftertaste , something akin vitamin flavor . 'm sure . sadly , kids eat .","{'neg': 0.399, 'neu': 0.385, 'pos': 0.216, 'compound': -0.5859}",0.399,0.385,0.216,-0.5859,0
328411,"found bold selection bitter aftertaste . bold , way bitter .","{'neg': 0.378, 'neu': 0.27, 'pos': 0.351, 'compound': -0.1027}",0.378,0.27,0.351,-0.1027,0
328700,"bought overall good reviews . however , misleading . tea weak , 's almost tasteless . weak trace ginger . disappointed .","{'neg': 0.473, 'neu': 0.408, 'pos': 0.118, 'compound': -0.8271}",0.473,0.408,0.118,-0.8271,0
328731,"unimpressed coffee - understood blend , weak blend around .","{'neg': 0.515, 'neu': 0.485, 'pos': 0.0, 'compound': -0.6486}",0.515,0.485,0.0,-0.6486,0
328918,"coffee tastes great , cups get torn apart brewing . mess ! ! quite disappointed like flavor coffee ! !","{'neg': 0.363, 'neu': 0.361, 'pos': 0.276, 'compound': -0.292}",0.363,0.361,0.276,-0.292,0
329263,worst ! ! ! plan awful bitter strong taste hazel nut flavor ! ! ! ! ! buy product save money ! ! ! ! !,"{'neg': 0.433, 'neu': 0.313, 'pos': 0.254, 'compound': -0.6776}",0.433,0.313,0.254,-0.6776,0
329725,dogs love treats . trouble rawhides chicken strips trouble .,"{'neg': 0.37, 'neu': 0.342, 'pos': 0.288, 'compound': -0.0516}",0.37,0.342,0.288,-0.0516,0
331113,gross . way describe . pasta horrible . many pasta options . waste money taste buds .,"{'neg': 0.511, 'neu': 0.489, 'pos': 0.0, 'compound': -0.8555}",0.511,0.489,0.0,-0.8555,0
332973,"probably fault , read description carefully . taste hard swallow ... strong bitter .","{'neg': 0.39, 'neu': 0.339, 'pos': 0.271, 'compound': -0.2732}",0.39,0.339,0.271,-0.2732,0
332985,tried geeky crap threw . bad flavor . w waste money . get clear stevia . tastes better greasy,"{'neg': 0.438, 'neu': 0.333, 'pos': 0.229, 'compound': -0.6124}",0.438,0.333,0.229,-0.6124,0
333527,"waste money , item late , package torn , tea terrible , good product opinion bad handling .","{'neg': 0.511, 'neu': 0.359, 'pos': 0.13, 'compound': -0.8176}",0.511,0.359,0.13,-0.8176,0
333542,purchased tea told helps excess gas tea made worsen gas problem . disappointed purchase,"{'neg': 0.44, 'neu': 0.435, 'pos': 0.126, 'compound': -0.7579}",0.44,0.435,0.126,-0.7579,0
333553,tea tastes nasty . maybe dont like sage made gag !,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.8127}",0.583,0.417,0.0,-0.8127,0
334397,thought would . gold comes dull . awful awful color . maybe got bad . truly feel wasted money . would buy product . shipping ridiculous !,"{'neg': 0.534, 'neu': 0.381, 'pos': 0.085, 'compound': -0.9359}",0.534,0.381,0.085,-0.9359,0
334657,worst tasting beef jerky ever . beef bad flavoring terrible . also sent expired package .,"{'neg': 0.517, 'neu': 0.483, 'pos': 0.0, 'compound': -0.8934}",0.517,0.483,0.0,-0.8934,0
334680,disgusting candy ever . look like made plaster taste worse .,"{'neg': 0.433, 'neu': 0.4, 'pos': 0.167, 'compound': -0.6124}",0.433,0.4,0.167,-0.6124,0
335696,granddaughter drink . n't smell good loves .,"{'neg': 0.575, 'neu': 0.425, 'pos': 0.0, 'compound': -0.6602}",0.575,0.425,0.0,-0.6602,0
336660,coffee lack body lack aroma . worth money . waste money time .,"{'neg': 0.484, 'neu': 0.392, 'pos': 0.124, 'compound': -0.6705}",0.484,0.392,0.124,-0.6705,0
337539,single disgusting crackers 've ever tasted life . waste money . 're pure disgusting .,"{'neg': 0.516, 'neu': 0.484, 'pos': 0.0, 'compound': -0.8625}",0.516,0.484,0.0,-0.8625,0
337767,"unhappy , disappointed , wasted time ordering . odor free . order . ordered directly best bully sticks never problem . sure changed .","{'neg': 0.432, 'neu': 0.273, 'pos': 0.296, 'compound': -0.5429}",0.432,0.273,0.296,-0.5429,0
338096,stunned much cats love whiskas temptations . flavors n't thrilling one winner .,"{'neg': 0.385, 'neu': 0.384, 'pos': 0.23, 'compound': -0.2086}",0.385,0.384,0.23,-0.2086,0
339159,tried sent friends.but found broken package ! < br / > looks bad ! < br / > sorry commments ! impression !,"{'neg': 0.454, 'neu': 0.451, 'pos': 0.095, 'compound': -0.8002}",0.454,0.451,0.095,-0.8002,0
341330,n't care 're natural fried . taste odd texture like packing material .,"{'neg': 0.426, 'neu': 0.423, 'pos': 0.151, 'compound': -0.5481}",0.426,0.423,0.151,-0.5481,0
341732,chips ( flavors variety pack ) really terrible . thrown away lot suffered eating . spiced nasty .,"{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.8805}",0.505,0.495,0.0,-0.8805,0
342280,"n't care flavor , buy . absolutely zero cinnamon flavor . disappointed waste 10 plus dollars useless sticks .","{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.8841}",0.507,0.493,0.0,-0.8841,0
342930,"really good , unfortunately msg . bad would kept buying n't .","{'neg': 0.402, 'neu': 0.39, 'pos': 0.208, 'compound': -0.4562}",0.402,0.39,0.208,-0.4562,0
343474,looking forward trap kill gnats taking plants home ! happen ! kill one lonely gnat ... trap became stinky give dump product drain . boooo !,"{'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.9701}",0.6,0.4,0.0,-0.9701,0
344315,n't care 're natural fried . taste odd texture like packing material .,"{'neg': 0.426, 'neu': 0.423, 'pos': 0.151, 'compound': -0.5481}",0.426,0.423,0.151,-0.5481,0
344717,chips ( flavors variety pack ) really terrible . thrown away lot suffered eating . spiced nasty .,"{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.8805}",0.505,0.495,0.0,-0.8805,0
344867,"product horrible , color almost black tastes like alluminum one worst products tried . price high product disgusting . worst product bought amazon life","{'neg': 0.444, 'neu': 0.441, 'pos': 0.116, 'compound': -0.9211}",0.444,0.441,0.116,-0.9211,0
345025,"plain nasty ! ! ! item tasted like cardboard , watered flavor . disappointed","{'neg': 0.471, 'neu': 0.373, 'pos': 0.156, 'compound': -0.7249}",0.471,0.373,0.156,-0.7249,0
345221,"yogurt sucks bad enough , make pretzel , 's dumb . anyone likes yogurt crazy , 's rotten milk. < br / > < br / > 's nasty . putting pretzel gross . ca n't stand yogurt pretzels .","{'neg': 0.499, 'neu': 0.437, 'pos': 0.064, 'compound': -0.9578}",0.499,0.437,0.064,-0.9578,0
345401,"dont waste money good deal . packaging german . coffee stale , bitter , leaves horrible aftertaste . one worst .","{'neg': 0.509, 'neu': 0.398, 'pos': 0.093, 'compound': -0.8879}",0.509,0.398,0.093,-0.8879,0
345966,horrible thing every tasted . sickening taste odor . waste money ... horrible !,"{'neg': 0.658, 'neu': 0.342, 'pos': 0.0, 'compound': -0.9259}",0.658,0.342,0.0,-0.9259,0
346086,"worst kcup drink date , disappointed 3 boxes try & give away . horrible , save money .","{'neg': 0.489, 'neu': 0.365, 'pos': 0.146, 'compound': -0.8176}",0.489,0.365,0.146,-0.8176,0
346089,"apple flavor ever , horrible medicine taste smells like medicine . hell giving product five four star reviews ? ! ? ! ? ! absolutely disgusting .","{'neg': 0.425, 'neu': 0.418, 'pos': 0.158, 'compound': -0.8836}",0.425,0.418,0.158,-0.8836,0
346101,high hopes apple cider huge disappointment ... terribly sweet awful artificial flavor .,"{'neg': 0.413, 'neu': 0.25, 'pos': 0.337, 'compound': -0.4215}",0.413,0.25,0.337,-0.4215,0
346115,describe product -- words escape -- terrible ; horrible ; waste good money . justice -- plain sucks ! !,"{'neg': 0.438, 'neu': 0.281, 'pos': 0.281, 'compound': -0.6688}",0.438,0.281,0.281,-0.6688,0
346988,"fabulous bad , else could ask !","{'neg': 0.372, 'neu': 0.294, 'pos': 0.334, 'compound': -0.1007}",0.372,0.294,0.334,-0.1007,0
347183,"worst loose tea ever . love stash teabags , english breakfast , bitter smooth.save money","{'neg': 0.43, 'neu': 0.374, 'pos': 0.196, 'compound': -0.6124}",0.43,0.374,0.196,-0.6124,0
348594,nuts horrible . tasted toxic . got money back nuts went garbage . thing macadamia nuts . trust azar .,"{'neg': 0.439, 'neu': 0.422, 'pos': 0.139, 'compound': -0.7269}",0.439,0.422,0.139,-0.7269,0
348653,"plant arrived dead , refunded money . question po got house maybe 's fault . company refunded money charged , guess complaints","{'neg': 0.537, 'neu': 0.463, 'pos': 0.0, 'compound': -0.9337}",0.537,0.463,0.0,-0.9337,0
349119,"overprocessed , oversalted , overadvertised crappy junk food ! actually heart attack snack package . shame .","{'neg': 0.529, 'neu': 0.471, 'pos': 0.0, 'compound': -0.8777}",0.529,0.471,0.0,-0.8777,0
349283,tea good price/bag reason n't great even strong flavor .,"{'neg': 0.403, 'neu': 0.403, 'pos': 0.195, 'compound': -0.476}",0.403,0.403,0.195,-0.476,0
349819,daughter n't like . weird taste n't want touch anymore . felt like wasting money really regret placing order .,"{'neg': 0.473, 'neu': 0.463, 'pos': 0.064, 'compound': -0.8279}",0.473,0.463,0.064,-0.8279,0
351459,"seaweed snack horrible . strong fishy taste . horrible , horrible , horrible . would never buy recommmend product anyone .","{'neg': 0.513, 'neu': 0.366, 'pos': 0.121, 'compound': -0.8934}",0.513,0.366,0.121,-0.8934,0
352014,"waste money , item late , package torn , tea terrible , good product opinion bad handling .","{'neg': 0.511, 'neu': 0.359, 'pos': 0.13, 'compound': -0.8176}",0.511,0.359,0.13,-0.8176,0
352029,purchased tea told helps excess gas tea made worsen gas problem . disappointed purchase,"{'neg': 0.44, 'neu': 0.435, 'pos': 0.126, 'compound': -0.7579}",0.44,0.435,0.126,-0.7579,0
352040,tea tastes nasty . maybe dont like sage made gag !,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.8127}",0.583,0.417,0.0,-0.8127,0
353005,buy need gluten free . badly cross contaminated . 've week hell far using make apple pie . poor poor product . arrowhead mills ashamed !,"{'neg': 0.486, 'neu': 0.421, 'pos': 0.093, 'compound': -0.9324}",0.486,0.421,0.093,-0.9324,0
354246,"n't like strong coffee n't favorite . like bold coffee , like one . son likes & recommended . sent .","{'neg': 0.541, 'neu': 0.277, 'pos': 0.182, 'compound': -0.7962}",0.541,0.277,0.182,-0.7962,0
355054,girls hated . gagged soon smelled .... ! gross ! ! like dog food worse .,"{'neg': 0.615, 'neu': 0.272, 'pos': 0.113, 'compound': -0.9017}",0.615,0.272,0.113,-0.9017,0
355816,dogs love treats . trouble rawhides chicken strips trouble .,"{'neg': 0.37, 'neu': 0.342, 'pos': 0.288, 'compound': -0.0516}",0.37,0.342,0.288,-0.0516,0
356269,"treats arrive broken & crushed , worthless . one unbroken treat entire bag ! crumbs & pieces receive .","{'neg': 0.437, 'neu': 0.433, 'pos': 0.13, 'compound': -0.75}",0.437,0.433,0.13,-0.75,0
357186,"waste money , item late , package torn , tea terrible , good product opinion bad handling .","{'neg': 0.511, 'neu': 0.359, 'pos': 0.13, 'compound': -0.8176}",0.511,0.359,0.13,-0.8176,0
357201,purchased tea told helps excess gas tea made worsen gas problem . disappointed purchase,"{'neg': 0.44, 'neu': 0.435, 'pos': 0.126, 'compound': -0.7579}",0.44,0.435,0.126,-0.7579,0
357212,tea tastes nasty . maybe dont like sage made gag !,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.8127}",0.583,0.417,0.0,-0.8127,0
357503,cats go crazy . problem 're spoiled n't want treats .,"{'neg': 0.513, 'neu': 0.487, 'pos': 0.0, 'compound': -0.6511}",0.513,0.487,0.0,-0.6511,0
357785,"waste money , item late , package torn , tea terrible , good product opinion bad handling .","{'neg': 0.511, 'neu': 0.359, 'pos': 0.13, 'compound': -0.8176}",0.511,0.359,0.13,-0.8176,0
357800,purchased tea told helps excess gas tea made worsen gas problem . disappointed purchase,"{'neg': 0.44, 'neu': 0.435, 'pos': 0.126, 'compound': -0.7579}",0.44,0.435,0.126,-0.7579,0
357811,tea tastes nasty . maybe dont like sage made gag !,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.8127}",0.583,0.417,0.0,-0.8127,0
358358,"dog excited get bully stix actually loved much . take 5 min smell ..... ugh , awful !","{'neg': 0.378, 'neu': 0.366, 'pos': 0.256, 'compound': -0.4574}",0.378,0.366,0.256,-0.4574,0
359282,great coffee bad packaging amazon one jars arrived broken,"{'neg': 0.379, 'neu': 0.287, 'pos': 0.333, 'compound': -0.2023}",0.379,0.287,0.333,-0.2023,0
359398,n't care 're natural fried . taste odd texture like packing material .,"{'neg': 0.426, 'neu': 0.423, 'pos': 0.151, 'compound': -0.5481}",0.426,0.423,0.151,-0.5481,0
359800,chips ( flavors variety pack ) really terrible . thrown away lot suffered eating . spiced nasty .,"{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.8805}",0.505,0.495,0.0,-0.8805,0
359926,"kind expected suck , totally n't ! 's good fresh cut 's good ice little sweetener . pleasantly surprised .","{'neg': 0.443, 'neu': 0.281, 'pos': 0.276, 'compound': -0.5769}",0.443,0.281,0.276,-0.5769,0
360139,"due poor packing , 7 14 pouches ordered broke throw . leaked everywhere - mess ! disappointed ! waste money !","{'neg': 0.686, 'neu': 0.314, 'pos': 0.0, 'compound': -0.9475}",0.686,0.314,0.0,-0.9475,0
360657,"cook little , hard nasty . cook toomuch gummy nasty . either way , nasty . order whole case ? ?","{'neg': 0.533, 'neu': 0.467, 'pos': 0.0, 'compound': -0.8868}",0.533,0.467,0.0,-0.8868,0
360753,"waste money , item late , package torn , tea terrible , good product opinion bad handling .","{'neg': 0.511, 'neu': 0.359, 'pos': 0.13, 'compound': -0.8176}",0.511,0.359,0.13,-0.8176,0
360768,purchased tea told helps excess gas tea made worsen gas problem . disappointed purchase,"{'neg': 0.44, 'neu': 0.435, 'pos': 0.126, 'compound': -0.7579}",0.44,0.435,0.126,-0.7579,0
360779,tea tastes nasty . maybe dont like sage made gag !,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.8127}",0.583,0.417,0.0,-0.8127,0
362141,"worst kcup tried date . bitter , burnt tastes like name . complete waste money ! completely unhappy . never order !","{'neg': 0.498, 'neu': 0.409, 'pos': 0.093, 'compound': -0.8974}",0.498,0.409,0.093,-0.8974,0
362567,good mild coffee drinker n't like strong bold blend morning . n't like burnt tasting coffee one like best .,"{'neg': 0.383, 'neu': 0.375, 'pos': 0.242, 'compound': -0.2769}",0.383,0.375,0.242,-0.2769,0
362692,"seems weak . must honest , ordered wrong coffee . sad . n't bad base iced coffee .","{'neg': 0.391, 'neu': 0.344, 'pos': 0.265, 'compound': -0.4497}",0.391,0.344,0.265,-0.4497,0
363101,waste money ! candy terrible . nothing like candy got little . absolutly flavor . disappointed !,"{'neg': 0.588, 'neu': 0.412, 'pos': 0.0, 'compound': -0.8868}",0.588,0.412,0.0,-0.8868,0
366120,"second time bought product regret say disappointed mixed fresh old ( rancid ) nuts , impossible eat .","{'neg': 0.509, 'neu': 0.391, 'pos': 0.1, 'compound': -0.8555}",0.509,0.391,0.1,-0.8555,0
366901,problems broken others mentioned . taste great . yet dislike product pamela 's .,"{'neg': 0.431, 'neu': 0.359, 'pos': 0.21, 'compound': -0.5106}",0.431,0.359,0.21,-0.5106,0
367095,description like product . tasted awful . crumbled took package . made terrible mess .,"{'neg': 0.475, 'neu': 0.387, 'pos': 0.138, 'compound': -0.7269}",0.475,0.387,0.138,-0.7269,0
368525,horrible thing every tasted . sickening taste odor . waste money ... horrible !,"{'neg': 0.658, 'neu': 0.342, 'pos': 0.0, 'compound': -0.9259}",0.658,0.342,0.0,-0.9259,0
368645,"worst kcup drink date , disappointed 3 boxes try & give away . horrible , save money .","{'neg': 0.489, 'neu': 0.365, 'pos': 0.146, 'compound': -0.8176}",0.489,0.365,0.146,-0.8176,0
368648,"apple flavor ever , horrible medicine taste smells like medicine . hell giving product five four star reviews ? ! ? ! ? ! absolutely disgusting .","{'neg': 0.425, 'neu': 0.418, 'pos': 0.158, 'compound': -0.8836}",0.425,0.418,0.158,-0.8836,0
368660,high hopes apple cider huge disappointment ... terribly sweet awful artificial flavor .,"{'neg': 0.413, 'neu': 0.25, 'pos': 0.337, 'compound': -0.4215}",0.413,0.25,0.337,-0.4215,0
368674,describe product -- words escape -- terrible ; horrible ; waste good money . justice -- plain sucks ! !,"{'neg': 0.438, 'neu': 0.281, 'pos': 0.281, 'compound': -0.6688}",0.438,0.281,0.281,-0.6688,0
368904,hate hate hate gooey mess sent amazon . looked like melted firmed bit . brown sticky block . tasted great still looked disgusting .,"{'neg': 0.508, 'neu': 0.281, 'pos': 0.212, 'compound': -0.9118}",0.508,0.281,0.212,-0.9118,0
369151,"fabulous bad , else could ask !","{'neg': 0.372, 'neu': 0.294, 'pos': 0.334, 'compound': -0.1007}",0.372,0.294,0.334,-0.1007,0
369379,hate hate hate gooey mess sent amazon . looked like melted firmed bit . brown sticky block . tasted great still looked disgusting .,"{'neg': 0.508, 'neu': 0.281, 'pos': 0.212, 'compound': -0.9118}",0.508,0.281,0.212,-0.9118,0
369580,"taste bad - words , tasted worse - takes lot recipe cost extremely expensive , plus manufacturers rude complaint .","{'neg': 0.518, 'neu': 0.482, 'pos': 0.0, 'compound': -0.8957}",0.518,0.482,0.0,-0.8957,0
